class_id	student_id	question_id	sentence	translation	Unnamed: 5	label_ref	label_sent	gibbs	Unnamed: 9
dundee	15	1	Als ich in der Oberstufe war, wurde von mir erwartet, dass ich ein Hemd und eine Krawatte trage, was ich als unglaublich unbequem empfand.	When I was a senior in high school, I was expected to wear a shirt and tie, which I found incredibly uncomfortable.		0.0	2.0	0	
dundee	15	1	Ich erinnere mich, dass in bestimmten Klassen, wenn ich meinen Kopf für längere Zeit drehen musste (vielleicht um die Tafel zu sehen), sich der Kragen des Hemdes in meinen Hals bohrte.	I remember in certain classes, if I had to turn my head for long periods of time (perhaps to see the blackboard), the collar of the shirt would dig into my neck.		0.0	2.0	2	
dundee	15	1	Ich kann nicht umhin, mich zu fragen, ob ich die Informationen etwas effektiver hätte aufnehmen können, wenn ich mich im Klassenzimmer wohl gefühlt hätte.	I can't help but wonder if I could have absorbed the information a little more effectively if I had been comfortable in the classroom.		1.0	3.0	3	
dundee	15	1	"Die Bildungsministerin Angela Constance schlägt vor, die Schuluniformen zu überdenken, nachdem diejenigen, die ""Back to School""-Banken betreiben, die Schülern Uniformen zur Verfügung stellen, die sie sich sonst vielleicht nicht leisten könnten, Bedenken geäußert haben."	"Education minister Angela Constance is proposing to rethink school uniforms after concerns were raised by those who run ""back to school"" banks that provide pupils with uniforms they might not otherwise be able to afford"		0.0	3.0	0	
dundee	15	1	Es gibt den Vorschlag, eine standardisierte schottische Schuluniform einzuführen.	There is a proposal to introduce a standardized Scottish school uniform.		0.0	3.0	0	
dundee	15	1	Dies könnte eine einfache schwarz-weiße Uniform sein, mit der Möglichkeit, Abzeichen oder farbige Krawatten zur Identifikation aufzunähen.	This could be a simple black and white uniform, with the option of sewing on badges or colored ties for identification.		0.0	3.0	3	
dundee	15	1	Ich persönlich bin der Meinung, dass es besser wäre, wenn sich die Schulen über die wahren Gründe für ihre Uniformen Gedanken machen würden.	Personally, I think it would be better if schools thought about the real reasons for their uniforms.		1.0	2.0	2	
dundee	15	1	Viele dieser Gründe werden mit Tradition zu tun haben, aber in einer Gesellschaft, in der wir uns ständig verändern und weiterentwickeln, ist es vielleicht an der Zeit, diese alten Traditionen zu verwerfen und etwas Neues auszuprobieren, zum Wohle des Lernens der Kinder.	Many of these reasons will have to do with tradition, but in a society where we are constantly changing and evolving, perhaps it is time to discard these old traditions and try something new for the sake of children's learning.		1.0	2.0	4	
dundee	15	1	Anstatt eine völlig neue Uniform zu schaffen, könnte die Erlaubnis für die Schüler, ihre eigene Kleidung zu tragen, jenen Familien helfen, die von Armut betroffen sind, da es bedeuten könnte, dass sie die zusätzlichen Kosten für den Kauf von zusätzlicher Kleidung wie teuren Blazern und Krawatten vermeiden können.	Rather than creating an entirely new uniform, allowing students to wear their own clothes could help those families affected by poverty, as it could mean they can avoid the added expense of buying extra clothes like expensive blazers and ties.		1.0	2.0	4	
dundee	15	1	Finden Sie den Artikel über standardisierte schottische Schuluniformen hier.	Find the article on standardized Scottish school uniforms here.		0.0	3.0	0	
dundee	114	1	"Gestalte dein eigenes Klassenzimmer..."""	Design your own classroom...		0.0	3.0	0	
dundee	114	1	YES!!!	YES!!!		0.0	3.0	0	
dundee	114	1	Als Teil unserer Tutor Directed-Aufgabe für Klassenraumorganisation und -management wurden wir gebeten, unseren eigenen Klassenraum zu gestalten.	As part of our Tutor Directed assignment for classroom organization and management, we were asked to design our own classroom.		0.0	3.0	0	
dundee	114	1	Ich war begeistert von der Aussicht auf diese Aufgabe.	I was excited at the prospect of this assignment.		1.0	4.0	1	
dundee	114	1	Als kleines Kind und bis weit in die Schulzeit hinein war ich immer begeistert, wenn ich ein Klassenzimmer betrat und sah, dass die Tische umgestellt worden waren.	As a young child and well into my school years, I was always excited when I walked into a classroom and saw that the desks had been rearranged.		1.0	4.0	1	
dundee	114	1	Es veränderte einfach die ganze Umgebung des Klassenzimmers, und noch besser - man konnte normalerweise mit neuen Leuten arbeiten!	It just changed the whole environment of the classroom, and even better - you could usually work with new people!		1.0	4.0	2	
dundee	114	1	Hier ist ein Grundriss, wie ich mein eigenes Klassenzimmer planen würde - als Lehrer.	Here is a floor plan of how I would plan my own classroom - as a teacher.		0.0	3.0	0	
dundee	114	1	Dieses Klassenzimmer würde für eine Klassengröße von 28 Schülern geeignet sein.	This classroom would be suitable for a class size of 28 students.		0.0	3.0	5	
dundee	114	1	Für diesen speziellen TDT umfasst die Klasse 22 Jungen und 6 Mädchen.	For this particular TDT, the class includes 22 boys and 6 girls.		0.0	3.0	0	
dundee	114	1	An jedem Außentisch in der 4er-Reihe würden 2 Mädchen sitzen und an jedem Außentisch in der 3er-Reihe ein Mädchen.	There would be 2 girls at each outside table in the 4's row and one girl at each outside table in the 3's row.		0.0	3.0	5	
dundee	114	1	Dies gibt den Mädchen die Möglichkeit, den Umgang mit dem anderen Geschlecht zu lernen, was sowohl ihre persönliche als auch ihre soziale Entwicklung fördert.	This gives the girls the opportunity to learn how to interact with the opposite sex, which helps both their personal and social development.		1.0	4.0	3	
dundee	114	1	Ich würde sie nicht in jeder Unterrichtsstunde auf diesen Plätzen sitzen lassen;	I would not have them sit in these seats every class period;		1.0	3.0	3	
dundee	114	1	ich würde die Sitzordnung im Mathematik- und Sprachunterricht je nach Fähigkeit gelegentlich ändern.	I would occasionally change the seating arrangement in math and language arts classes depending on ability.		1.0	3.0	5	
dundee	114	1	Ich habe mich entschieden, mein Klassenzimmer auf diese Weise zu planen, da es ordentlich, organisiert und sicher ist.	I chose to plan my classroom this way because it is neat, organized, and safe.		1.0	3.0	3	
dundee	114	1	Es gibt ausreichend Platz, um sich zwischen den Tischen zu bewegen und einen klaren Weg zur Tür, falls ein Notfall eintritt.	There is enough room to move between desks and a clear path to the door in case of an emergency.		0.0	3.0	2	
dundee	114	1	- 3.2.1 Schaffen Sie eine sichere, fürsorgliche und zielgerichtete Lernumgebung (GTCS, 2012).	- 3.2.1 Create a safe, caring, and purposeful learning environment (GTCS, 2012).		0.0	3.0	0	
dundee	114	1	Bereich auf dem Boden für Diskussionen	Area on the floor for discussion.		0.0	3.0	0	
dundee	114	1	Diese Einrichtung nutzt den Raum gut aus.	This setup makes good use of the space.		1.0	4.0	2	
dundee	114	1	Es gibt die Möglichkeit, dass die ganze Klasse unterrichtet wird, wobei jedes Kind an seinem Tisch sitzt, aber auch Platz auf dem Boden vor dem Smartboard und dem Whiteboard für informellere Gruppendiskussionen.	There is the possibility of whole class instruction with each child sitting at their table, but also space on the floor in front of the smartboard and whiteboard for more informal group discussions.		0.0	3.0	3	
dundee	114	1	Das Smartboard vielleicht für kleine Gruppen und das Whiteboard für größere Gruppen aufgrund der Anordnung der Möbel.	The smartboard perhaps for small groups and the whiteboard for larger groups due to the arrangement of the furniture.		1.0	3.0	3	
dundee	114	1	Der Tisch in der Ecke könnte genutzt werden, um sich mit Schülergruppen zu konsolidieren, die weitere Unterstützung benötigen, bevor sie eine Aufgabe erledigen, oder um Schüler zur gemeinsamen Arbeit zu schicken.	The table in the corner could be used to consolidate with groups of students who need further support before completing a task or to send students to work together.		1.0	3.0	3	
dundee	114	1	Ich habe in meinem Grundriss einen interaktiven Mathebereich eingezeichnet.	I have an interactive math area drawn in my floor plan.		0.0	3.0	0	
dundee	114	1	Ich habe das bei einem Praktikum gesehen und fand es eine tolle Idee.	I saw this at a practicum and thought it was a great idea.		1.0	4.0	2	
dundee	114	1	Es fördert nicht nur das selbstständige Lernen, sondern ist auch eine lustige und fesselnde Art und Weise, Kinder dazu zu bringen, alleine oder mit einem Partner an ihrer mentalen Mathematik zu arbeiten.	Not only does it encourage independent learning, but it's a fun and engaging way to get kids to work on their mental math alone or with a partner.		1.0	4.0	3	
dundee	114	1	Es ist auch ein nützlicher Bereich, in den man Schüler schicken kann, wenn sie ihre Arbeit schneller als erwartet/ihre Mitschüler beenden.	It is also a useful area to send students to if they finish their work faster than expected/their classmates.		1.0	4.0	2	
dundee	114	1	im Freien herzustellen, wenn sie sich vielleicht nicht nach draußen wagen können.	To make outside when they may not be able to venture outside.		0.0	3.0	3	
dundee	114	1	Meine Ressourcen im Klassenzimmer werden gut organisiert sein.	My classroom resources will be well organized.		1.0	4.0	2	
dundee	114	1	Auf der linken Seite meines Klassenzimmers habe ich eingezeichnet, wo ich Ablagemöglichkeiten für Notizblöcke, Stifte, Papier und verschiedene Ressourcen haben werde.	On the left side of my classroom, I have drawn where I will have storage for notepads, pens, paper, and various resources.		0.0	3.0	5	
dundee	114	1	Dieser Bereich wird beschriftet und so organisiert wie möglich gehalten, damit die Schüler und ihr Lehrer wissen, wo sie die benötigten Ressourcen finden.	This area will be labeled and kept as organized as possible so students and their teacher know where to find the resources they need. 		1.0	4.0	5	
dundee	114	1	"Ich habe eine ""Leseecke""/Bibliothek in meinen Klassenraumplan aufgenommen"	"I will have Included a ""reading corner""/library in my classroom plan ."		0.0	3.0	5	
dundee	114	1	Ich bin der Meinung, dass Sie durch die Einbeziehung einer Bibliothek in das Klassenzimmer die Bedeutung von Lese- und Schreibfähigkeiten im täglichen Leben der Kinder hervorheben.	I feel that by including a library in the classroom, you are highlighting the importance of literacy skills in children's daily lives.		1.0	4.0	1	
dundee	114	1	Ich mag die Idee von Themenbibliotheken im Klassenzimmer sehr.	I really like the idea of themed libraries in the classroom.		0.0	4.0	2	
dundee	114	1	Besonders wenn sie mit Unterhaltung verbunden sind.	Especially when they are connected to entertainment.		0.0	3.0	0	
dundee	114	1	Ich bin der Meinung, dass kleine Kinder das Lesen als eine Form der Unterhaltung lernen sollten.	I believe that young children should learn to read as a form of entertainment.		1.0	3.0	2	
dundee	114	1	Es gibt einige gute Beispiele auf Pinterest - meinen Favoriten finden Sie hier.	There are some good examples on Pinterest - you can find my favorite here.		0.0	3.0	0	
dundee	114	1	Ich habe digitale Technologien zur Unterstützung des Lehrens und Lernens integriert, indem ich ein interaktives Smartboard und Computer in der Ecke des Raumes eingebaut habe.	I have incorporated digital technologies to support teaching and learning by adding an interactive smartboard and computers in the corner of the room.		1.0	4.0	0	
dundee	114	1	Sie sind sehr nützlich, um alle Lernbedürfnisse der Schüler zusammenzubringen.	They are very useful in bringing together all the learning needs of the students.		1.0	5.0	2	
dundee	114	1	Visuelle Lernende profitieren davon, aber auch taktile Lernende, da sie physisch mit dem Smartboard interagieren können, um zu lernen.	Visual learners benefit, but so do tactile learners because they can physically interact with the smartboard to learn.		1.0	4.0	3	
dundee	114	1	Sie sind perfekt geeignet, um Videos, Musik und Powerpoints in den Unterricht einzubinden und verursachen kein Chaos!	They are perfect for incorporating videos, music, and powerpoints into lessons and don't create chaos!		1.0	4.0	2	
dundee	114	1	Sie haben auch den zusätzlichen Bonus, Spiele zu ermöglichen, die immer als class Belohnung für gute Arbeit oder Verhalten verwendet werden können!	They also have the added bonus of allowing games that can always be used as a class reward for good work or behavior!		1.0	4.0	2	
dundee	114	1	Die Computer im Klassenzimmer können für die schnelleren Arbeiter verwendet werden, um ihre fertigen Arbeiten abzutippen.	The classroom computers can be used for the faster workers to type up their finished work.		1.0	3.0	2	
dundee	114	1	Aber sie sind auch großartig für jene Schüler, die sich schwer tun, einen Stift zu Papier zu bringen.	But they are also great for those students who struggle to put pen to paper.		1.0	4.0	3	
dundee	114	1	In meinem Klassenzimmer sind die Bildschirme dem Rest der Klasse zugewandt - so können die SchülerInnen nicht auf Webseiten mit lustigen Spielen prokrastinieren - sie müssen tun, was sie tun sollen!	In my classroom, the screens face the rest of the class - so students can't procrastinate on websites with fun games - they have to do what they're supposed to do!		1.0	4.0	3	
dundee	114	1	In Bezug auf die Gesundheits- und Sicherheitsbestimmungen im Klassenzimmer	In terms of health and safety regulations in the classroom.		0.0	3.0	0	
dundee	114	1	würde ich sicherstellen, dass der Boden mit Teppich ausgelegt und in gutem Zustand ist und keine Ecken hochgeklappt sind, um Stolperfallen zu vermeiden.	I would make sure the floor is carpeted and in good condition and no corners are turned up to avoid tripping hazards.		1.0	3.0	5	
dundee	114	1	Alle Regale und Ablageschränke würden auf Rädern stehen, um Verletzungen im Zusammenhang mit der manuellen Handhabung zu vermeiden.	All shelving and storage cabinets would be on wheels to prevent injuries related to manual handling.		0.0	3.0	5	
dundee	114	1	Ich würde auch nicht schwingende Stühle haben, da Kinder, die auf Stühlen schwingen, möglicherweise eines der gefährlichsten Dinge in einem Klassenzimmer sind!!!	I would also have non-swinging chairs as children swinging on chairs is potentially one of the most dangerous things in a classroom!!!!		1.0	2.0	5	
dundee	114	1	Die Standards besagen auch, dass eine effektive Nutzung von Displays vorhanden sein sollte.	The standards also state that there should be effective use of displays.		0.0	3.0	0	
dundee	114	1	Ich werde sowohl Displays mit den Arbeiten der Kinder als auch informative Schilder haben.	I will have displays of the children's work as well as informative signs.		1.0	3.0	5	
dundee	114	1	Ich möchte jedoch nicht, dass die Displays an der Wand nur um ihrer selbst willen aufgehängt werden;	However, I don't want the displays to be hung on the wall just for the sake of it;		0.0	3.0	0	
dundee	114	1	ich möchte, dass sie interaktiv sind, um das Lernen der Schüler zu fördern.	I want them to be interactive to promote student learning.		1.0	4.0	2	
dundee	114	1	Das könnte bedeuten, Bücher einzubauen, mit denen sich die Kinder beschäftigen können, oder einen Whiteboard-Bereich hinzuzufügen, um zu reflektieren, was sie gelernt haben.	This could mean including books for kids to engage with, or adding a whiteboard area to reflect what they've learned.		1.0	3.0	3	
dundee	114	1	Schließlich werde ich Belohnungssysteme einbauen.	Finally, I will incorporate reward systems.		1.0	4.0	4	
dundee	114	1	"Ähnlich wie bei meiner Klasse im Praktikum werde ich eine ""helping-hands-bg""-Hauspunkte-Tabelle auf der Rückseite der Tür anbringen."	"Similar to my class in practicum, I will put a ""helping-hands-bg"" house points chart on the back of the door."		1.0	3.0	5	
dundee	114	1	"Jedes Kind wird einem ""Haus"" angehören, und wenn es einen Punkt bekommt, wird dieser zu seinem Namen, aber auch zu seiner Haussumme addiert."	"Each child will belong to a ""house"" and when they get a point, it will be added to their name, but also to their house total."		0.0	3.0	5	
dundee	114	1	Auf diese Weise können die Kinder regelmäßig verfolgen, wie viele Punkte sie gesammelt haben, und sehen, wie sie ihr Haus unterstützen, so wie man es bei einem Team tun würde.	This way, the children can regularly track how many points they have accumulated and see how they are supporting their house, just as you would with a team.		1.0	4.0	3	
dundee	114	1	"Es wird auch eine ""helfende Hände""-Anzeige geben - wo jede Hand einen anderen Job darstellt (wie z.B. Milchkontrolleur oder Türhalter), dem die Kinder zugeordnet werden, wobei die Jobs wöchentlich wechseln.  Ich fühle mich jetzt nach dieser Aufgabe sicher, dass ich die Gründe für bestimmte Bereiche im Klassenzimmer kenne."	"There will also be a ""helping hands"" display - where each hand represents a different job (such as milk checker or door holder) that kids are assigned to, with the jobs changing weekly.  I now feel confident after this assignment that I know the reasons for certain areas in the classroom."		0.0	3.0	5	
dundee	114	1	Ich bin jetzt besser über die gängigen Klassenzimmereinrichtungen informiert, zusammen mit ihren Vor- und Nachteilen.	I am now more knowledgeable about common classroom setups, along with their pros and cons.		1.0	4.0	2	
dundee	114	1	Als Schülerin reizt mich die Aussicht, ein Klassenzimmer zu verändern, aber ich weiß auch, dass es wichtig ist, es nicht zu oft zu verändern, und dass bestimmte Schüler aus verschiedenen Gründen auf bestimmten Plätzen sitzen können.	As a student, the prospect of changing a classroom excites me, but I also know that it is important not to change it too often, and that certain students may sit in certain seats for different reasons.		1.0	3.0	3	
dundee	114	1	Dieses Klassenzimmer ähnelt dem, in dem ich während meines Praktikums arbeiten werde, in der Hinsicht, dass es ein Whiteboard, eine Bibliothek und einen interaktiven Mathebereich hat.	This classroom is similar to the one I will be working in during my internship in that it has a whiteboard, library, and interactive math area.		0.0	3.0	2	
dundee	114	1	Da die Klassengröße im Praktikum jedoch wesentlich größer ist, gibt es aus Platzmangel keine separaten Tische für Gruppendiskussionen.	However, since the class size is much larger in the practicum, there are no separate tables for group discussions due to lack of space.		1.0	2.0	2	
dundee	100	1	Vom Leben lernen...	Learning from life...		0.0	3.0	0	
dundee	100	1	Der Titel dieses Beitrags ist in Latein geschrieben, denn ich schreibe heute über meine allererste Erfahrung in einer Lateinstunde.	The title of this post is written in Latin because I am writing today about my very first experience in a Latin class.		0.0	3.0	3	
dundee	100	1	Es war äußerst interessant, in ein Klassenzimmer zu gehen und völlig ahnungslos zu sein, worüber die Kinder lernen und was sie sagen.	It was extremely interesting to walk into a classroom and be completely unaware of what the children were learning about and what they were saying.		1.0	5.0	2	
dundee	100	1	Die Lehrerin war sehr hilfsbereit, indem sie die Kinder bat, zu erklären, was ein Verb ist, und das Englische vor dem Lateinischen angab.	The teacher was very helpful by asking the kids to explain what a verb is and stating the English before the Latin.		1.0	4.0	2	
dundee	100	1	Außerdem reichte mir die Lehrerin freundlicherweise ein Blatt mit den gegenwärtigen Passiven, damit ich nicht im Dunkeln tappen würde, was sie sagten.	Also, the teacher kindly handed me a sheet with the present passives so I would not be in the dark about what they were saying.		0.0	4.0	0	
dundee	100	1	Ich fand, dass diese Erfahrung mir einen kleinen Einblick gab, wie es für Kinder sein muss, die nach Großbritannien kommen und Englisch als zusätzliche Sprache oder gar kein Englisch haben.	I found that this experience gave me a little insight into what it must be like for children who come to the UK and have English as an additional language or no English at all.		1.0	3.0	3	
dundee	100	1	Bei früheren Praktika habe ich ähnliche Erfahrungen im Französisch- und Spanischunterricht gemacht, da ich von klein auf fließend Gälisch spreche, aber nie den Wunsch hatte, eine weitere Sprache zu lernen, da meine Interessen im Bereich Sozialkunde liegen.	In previous placements, I have had similar experiences teaching French and Spanish, as I have been fluent in Gaelic from a young age, but have never had the desire to learn another language as my interests lie in social studies.		1.0	3.0	3	
dundee	100	1	In Moulsford lernen die Jungen Latein ab der 5. Klasse, dies könnte sich jedoch mit dem neuen Stundenplan ändern, in dem sie vielleicht schon in der 6.	At Moulsford, boys learn Latin starting in 5th grade, but this may change with the new schedule where they may learn Latin as early as 6th grade.		0.0	3.0	0	
dundee	100	1	Latein besteht nicht nur aus dem Erlernen der Sprache, sondern auch über ihre Geschichte, da dies für einige Jungen in der Zukunft eine Möglichkeit für ein Stipendium sein könnte.	 Latin is not just about learning the language, but also about its history, as this may be a scholarship opportunity for some boys in the future.		0.0	3.0	3	
dundee	100	1	Ich habe selbst gesagt, dass ich nie die Möglichkeit hatte, Latein zu lernen, und das liegt nur daran, dass ich eine staatliche Schule besucht habe.	I have said myself that I never had the opportunity to learn Latin, and that is only because I attended a state school.		1.0	3.0	3	
dundee	100	1	Ja, ich hatte insofern Glück, als dass meine Eltern in einer Gegend lebten, in der der gälische Lehrplan angeboten wurde, und beschlossen, dass ich mit 3 Jahren in die gälische Schule gehen würde, aber ich bin mir der Tatsache bewusst, dass dies in den meisten Schulen in Schottland nicht der Fall ist, geschweige denn im Rest Großbritanniens.	Yes, I was lucky in that my parents lived in an area where the Gaelic curriculum was offered and decided that I would go to Gaelic school at age 3, but I am aware of the fact that this is not the case in most schools in Scotland, let alone the rest of the UK.		1.0	3.0	2	
dundee	100	1	Privatschulen sind sicherlich eine der einzigen Möglichkeiten, wenn man möchte, dass sein Kind bestimmte Sprachen, einschließlich Latein, lernt, es sei denn, man ist bereit umzuziehen, aber laut The Independent soll Latein in den letzten Jahren ein überraschendes Comeback in staatlichen Sekundarschulen erlebt haben.	Private schools are certainly one of the only options if you want your child to learn certain languages, including Latin, unless you are willing to relocate, but according to The Independent, Latin is said to have made a surprising comeback in state secondary schools in recent years.		1.0	4.0	2	
dundee	100	1	Ich habe einen Blick auf die Website der Association for Latin Teaching geworfen, wo es eine Liste aller Schulen gibt, die Latein als Fach anbieten, und die staatlichen Schulen sind sicherlich in der Minderheit.	I took a look at the Association for Latin Teaching website, where there's a list of all the schools that offer Latin as a subject, and state schools are certainly in the minority.		0.0	3.0	0	
dundee	100	1	Es ist klar, dass, wenn Sie möchten, dass Ihr Kind irgendeine Form von Unterricht in den Klassikern hat, dann sind private oder unabhängige Schulen der Weg nach vorne.	It's clear that if you want your child to have some form of instruction in the classics, then private or independent schools are the way forward.		1.0	4.0	4	
